feature	coefficient	test_chr	cluster	cell_count	atac_frag_per_cell	rna_umi_per_cell	log10_total_frag	log10_total_umi
numCandidateEnhGene	0.280625655595034	none	atac_20000_rna_10000_cells_100	100	20000	10000	6.30102999566398	6
ARC.E2G.Score	1.61873031506296	none	atac_20000_rna_10000_cells_100	100	20000	10000	6.30102999566398	6
numTSSEnhGene	-1.73668699116645	none	atac_30000_rna_15000_cells_100	100	30000	15000	6.47712125471966	6.17609125905568
normalizedATAC_prom	-1.50259485048562	none	atac_30000_rna_15000_cells_100	100	30000	15000	6.47712125471966	6.17609125905568
numNearbyEnhancers	0.221495449346151	none	atac_30000_rna_15000_cells_100	100	30000	15000	6.47712125471966	6.17609125905568
ubiqExpressed	-0.341180077614506	none	atac_30000_rna_15000_cells_100	100	30000	15000	6.47712125471966	6.17609125905568
numCandidateEnhGene	0.645324533147983	none	atac_30000_rna_15000_cells_100	100	30000	15000	6.47712125471966	6.17609125905568
ARC.E2G.Score	1.95145364240743	none	atac_30000_rna_15000_cells_100	100	30000	15000	6.47712125471966	6.17609125905568
numTSSEnhGene	-1.60303990408586	none	atac_33387_rna_16694_cells_100	100	33387	16694	6.52357739713225	6.22256040916522
normalizedATAC_prom	-1.08565078586482	none	atac_33387_rna_16694_cells_100	100	33387	16694	6.52357739713225	6.22256040916522
numNearbyEnhancers	0.110265857492092	none	atac_33387_rna_16694_cells_100	100	33387	16694	6.52357739713225	6.22256040916522
ubiqExpressed	-0.346242864122804	none	atac_33387_rna_16694_cells_100	100	33387	16694	6.52357739713225	6.22256040916522
numCandidateEnhGene	0.386439024401872	none	atac_33387_rna_16694_cells_100	100	33387	16694	6.52357739713225	6.22256040916522
ARC.E2G.Score	1.64038155127432	none	atac_33387_rna_16694_cells_100	100	33387	16694	6.52357739713225	6.22256040916522
numTSSEnhGene	-1.28999661664535	none	atac_1000_rna_500_cells_200	200	1000	500	5.30102999566398	5
normalizedATAC_prom	-0.761709748893383	none	atac_1000_rna_500_cells_200	200	1000	500	5.30102999566398	5
numNearbyEnhancers	0.0821015445449149	none	atac_1000_rna_500_cells_200	200	1000	500	5.30102999566398	5
ubiqExpressed	-0.293671453494102	none	atac_1000_rna_500_cells_200	200	1000	500	5.30102999566398	5
numCandidateEnhGene	-0.0281440743948179	none	atac_1000_rna_500_cells_200	200	1000	500	5.30102999566398	5
ARC.E2G.Score	1.11503156305054	none	atac_1000_rna_500_cells_200	200	1000	500	5.30102999566398	5
numTSSEnhGene	-1.47561963025167	none	atac_2000_rna_1000_cells_200	200	2000	1000	5.60205999132796	5.30102999566398
normalizedATAC_prom	-1.14645793040134	none	atac_2000_rna_1000_cells_200	200	2000	1000	5.60205999132796	5.30102999566398
numNearbyEnhancers	0.130432514208369	none	atac_2000_rna_1000_cells_200	200	2000	1000	5.60205999132796	5.30102999566398
ubiqExpressed	-0.312190227936843	none	atac_2000_rna_1000_cells_200	200	2000	1000	5.60205999132796	5.30102999566398
numCandidateEnhGene	-0.179492854928227	none	atac_2000_rna_1000_cells_200	200	2000	1000	5.60205999132796	5.30102999566398
ARC.E2G.Score	0.875251295366185	none	atac_2000_rna_1000_cells_200	200	2000	1000	5.60205999132796	5.30102999566398
numTSSEnhGene	-1.44128775263404	none	atac_4000_rna_2000_cells_200	200	4000	2000	5.90308998699194	5.60205999132796
normalizedATAC_prom	-1.02053371782038	none	atac_4000_rna_2000_cells_200	200	4000	2000	5.90308998699194	5.60205999132796
numNearbyEnhancers	0.119811467637853	none	atac_4000_rna_2000_cells_200	200	4000	2000	5.90308998699194	5.60205999132796
ubiqExpressed	-0.340443088898687	none	atac_4000_rna_2000_cells_200	200	4000	2000	5.90308998699194	5.60205999132796
numCandidateEnhGene	0.0799952434289984	none	atac_4000_rna_2000_cells_200	200	4000	2000	5.90308998699194	5.60205999132796
ARC.E2G.Score	1.33628643704235	none	atac_4000_rna_2000_cells_200	200	4000	2000	5.90308998699194	5.60205999132796
numTSSEnhGene	-1.54263179986811	none	atac_10000_rna_5000_cells_200	200	10000	5000	6.30102999566398	6
normalizedATAC_prom	-1.37672186180383	none	atac_10000_rna_5000_cells_200	200	10000	5000	6.30102999566398	6
numNearbyEnhancers	0.182139896947354	none	atac_10000_rna_5000_cells_200	200	10000	5000	6.30102999566398	6
ubiqExpressed	-0.332067047140423	none	atac_10000_rna_5000_cells_200	200	10000	5000	6.30102999566398	6
numCandidateEnhGene	0.26298015414459	none	atac_10000_rna_5000_cells_200	200	10000	5000	6.30102999566398	6
ARC.E2G.Score	1.52651460824234	none	atac_10000_rna_5000_cells_200	200	10000	5000	6.30102999566398	6
numTSSEnhGene	-1.56529481394392	none	atac_20000_rna_10000_cells_200	200	20000	10000	6.60205999132796	6.30102999566398
normalizedATAC_prom	-1.27679598380736	none	atac_20000_rna_10000_cells_200	200	20000	10000	6.60205999132796	6.30102999566398
numNearbyEnhancers	0.151693859302005	none	atac_20000_rna_10000_cells_200	200	20000	10000	6.60205999132796	6.30102999566398
ubiqExpressed	-0.329932156410499	none	atac_20000_rna_10000_cells_200	200	20000	10000	6.60205999132796	6.30102999566398
numCandidateEnhGene	0.33295817507497	none	atac_20000_rna_10000_cells_200	200	20000	10000	6.60205999132796	6.30102999566398
ARC.E2G.Score	1.58951900305126	none	atac_20000_rna_10000_cells_200	200	20000	10000	6.60205999132796	6.30102999566398
numTSSEnhGene	-1.61631536784933	none	atac_30000_rna_15000_cells_200	200	30000	15000	6.77815125038364	6.47712125471966
normalizedATAC_prom	-1.32101163541652	none	atac_30000_rna_15000_cells_200	200	30000	15000	6.77815125038364	6.47712125471966
numNearbyEnhancers	0.138590796786074	none	atac_30000_rna_15000_cells_200	200	30000	15000	6.77815125038364	6.47712125471966
ubiqExpressed	-0.30778520679298	none	atac_30000_rna_15000_cells_200	200	30000	15000	6.77815125038364	6.47712125471966
numCandidateEnhGene	0.493749974286981	none	atac_30000_rna_15000_cells_200	200	30000	15000	6.77815125038364	6.47712125471966
ARC.E2G.Score	1.81375614788806	none	atac_30000_rna_15000_cells_200	200	30000	15000	6.77815125038364	6.47712125471966
numTSSEnhGene	-1.6262634034323	none	atac_33387_rna_16694_cells_200	200	33387	16694	6.82460739279624	6.5235904048292
normalizedATAC_prom	-1.20913215435777	none	atac_33387_rna_16694_cells_200	200	33387	16694	6.82460739279624	6.5235904048292
numNearbyEnhancers	0.163480593770558	none	atac_33387_rna_16694_cells_200	200	33387	16694	6.82460739279624	6.5235904048292
ubiqExpressed	-0.333401049749778	none	atac_33387_rna_16694_cells_200	200	33387	16694	6.82460739279624	6.5235904048292
numCandidateEnhGene	0.592205567861783	none	atac_33387_rna_16694_cells_200	200	33387	16694	6.82460739279624	6.5235904048292
ARC.E2G.Score	1.98236822469039	none	atac_33387_rna_16694_cells_200	200	33387	16694	6.82460739279624	6.5235904048292
numTSSEnhGene	-1.59487236337788	none	atac_1000_rna_500_cells_500	500	1000	500	5.69897000433602	5.39794000867204
normalizedATAC_prom	-1.48231470436466	none	atac_1000_rna_500_cells_500	500	1000	500	5.69897000433602	5.39794000867204
numNearbyEnhancers	0.176788819923652	none	atac_1000_rna_500_cells_500	500	1000	500	5.69897000433602	5.39794000867204
ubiqExpressed	-0.315198311526178	none	atac_1000_rna_500_cells_500	500	1000	500	5.69897000433602	5.39794000867204
numCandidateEnhGene	-0.126864702868726	none	atac_1000_rna_500_cells_500	500	1000	500	5.69897000433602	5.39794000867204
ARC.E2G.Score	0.87857314459842	none	atac_1000_rna_500_cells_500	500	1000	500	5.69897000433602	5.39794000867204
numTSSEnhGene	-1.56525989654394	none	atac_2000_rna_1000_cells_500	500	2000	1000	6	5.69897000433602
normalizedATAC_prom	-1.40938633553874	none	atac_2000_rna_1000_cells_500	500	2000	1000	6	5.69897000433602
numNearbyEnhancers	0.171845059440865	none	atac_2000_rna_1000_cells_500	500	2000	1000	6	5.69897000433602
ubiqExpressed	-0.285291418036318	none	atac_2000_rna_1000_cells_500	500	2000	1000	6	5.69897000433602
numCandidateEnhGene	0.261132373958947	none	atac_2000_rna_1000_cells_500	500	2000	1000	6	5.69897000433602
ARC.E2G.Score	1.4224388537564	none	atac_2000_rna_1000_cells_500	500	2000	1000	6	5.69897000433602
numTSSEnhGene	-1.5469523809788	none	atac_4000_rna_2000_cells_500	500	4000	2000	6.30102999566398	6
normalizedATAC_prom	-1.2425697682086	none	atac_4000_rna_2000_cells_500	500	4000	2000	6.30102999566398	6
numNearbyEnhancers	0.0830899522716153	none	atac_4000_rna_2000_cells_500	500	4000	2000	6.30102999566398	6
ubiqExpressed	-0.339237638596015	none	atac_4000_rna_2000_cells_500	500	4000	2000	6.30102999566398	6
numCandidateEnhGene	0.30849577050619	none	atac_4000_rna_2000_cells_500	500	4000	2000	6.30102999566398	6
ARC.E2G.Score	1.58320356930817	none	atac_4000_rna_2000_cells_500	500	4000	2000	6.30102999566398	6
numTSSEnhGene	-1.54165510516508	none	atac_10000_rna_5000_cells_500	500	10000	5000	6.69897000433602	6.39794000867204
normalizedATAC_prom	-1.23623643893523	none	atac_10000_rna_5000_cells_500	500	10000	5000	6.69897000433602	6.39794000867204
numNearbyEnhancers	0.116376313694812	none	atac_10000_rna_5000_cells_500	500	10000	5000	6.69897000433602	6.39794000867204
ubiqExpressed	-0.338861365345028	none	atac_10000_rna_5000_cells_500	500	10000	5000	6.69897000433602	6.39794000867204
numCandidateEnhGene	0.431321132263169	none	atac_10000_rna_5000_cells_500	500	10000	5000	6.69897000433602	6.39794000867204
ARC.E2G.Score	1.81714266519476	none	atac_10000_rna_5000_cells_500	500	10000	5000	6.69897000433602	6.39794000867204
numTSSEnhGene	-1.58356887852259	none	atac_20000_rna_10000_cells_500	500	20000	10000	7	6.69897000433602
normalizedATAC_prom	-1.16427086255086	none	atac_20000_rna_10000_cells_500	500	20000	10000	7	6.69897000433602
numNearbyEnhancers	0.193226802129118	none	atac_20000_rna_10000_cells_500	500	20000	10000	7	6.69897000433602
ubiqExpressed	-0.321131095212917	none	atac_20000_rna_10000_cells_500	500	20000	10000	7	6.69897000433602
numCandidateEnhGene	0.542487734108577	none	atac_20000_rna_10000_cells_500	500	20000	10000	7	6.69897000433602
ARC.E2G.Score	1.92513902858441	none	atac_20000_rna_10000_cells_500	500	20000	10000	7	6.69897000433602
numTSSEnhGene	-1.58943640500772	none	atac_30000_rna_15000_cells_500	500	30000	15000	7.17609125905568	6.8750612633917
normalizedATAC_prom	-1.29327636616919	none	atac_30000_rna_15000_cells_500	500	30000	15000	7.17609125905568	6.8750612633917
numNearbyEnhancers	0.168942474539528	none	atac_30000_rna_15000_cells_500	500	30000	15000	7.17609125905568	6.8750612633917
ubiqExpressed	-0.341388933091393	none	atac_30000_rna_15000_cells_500	500	30000	15000	7.17609125905568	6.8750612633917
numCandidateEnhGene	0.475343261894489	none	atac_30000_rna_15000_cells_500	500	30000	15000	7.17609125905568	6.8750612633917
ARC.E2G.Score	1.76604174187599	none	atac_30000_rna_15000_cells_500	500	30000	15000	7.17609125905568	6.8750612633917
numTSSEnhGene	-1.54078299177066	none	atac_33387_rna_16694_cells_500	500	33387	16694	7.22254740146827	6.92153041350124
normalizedATAC_prom	-1.19698969748769	none	atac_33387_rna_16694_cells_500	500	33387	16694	7.22254740146827	6.92153041350124
numNearbyEnhancers	0.171597596350693	none	atac_33387_rna_16694_cells_500	500	33387	16694	7.22254740146827	6.92153041350124
ubiqExpressed	-0.330392670646853	none	atac_33387_rna_16694_cells_500	500	33387	16694	7.22254740146827	6.92153041350124
numCandidateEnhGene	0.509117756337669	none	atac_33387_rna_16694_cells_500	500	33387	16694	7.22254740146827	6.92153041350124
ARC.E2G.Score	1.92475236523944	none	atac_33387_rna_16694_cells_500	500	33387	16694	7.22254740146827	6.92153041350124
numTSSEnhGene	-1.54076734377082	none	atac_1000_rna_500_cells_1000	1000	1000	500	6	5.69897000433602
normalizedATAC_prom	-1.26188160024347	none	atac_1000_rna_500_cells_1000	1000	1000	500	6	5.69897000433602
numNearbyEnhancers	0.259283042052734	none	atac_1000_rna_500_cells_1000	1000	1000	500	6	5.69897000433602
ubiqExpressed	-0.336091089813517	none	atac_1000_rna_500_cells_1000	1000	1000	500	6	5.69897000433602
numCandidateEnhGene	0.113977978717943	none	atac_1000_rna_500_cells_1000	1000	1000	500	6	5.69897000433602
ARC.E2G.Score	1.30400471436057	none	atac_1000_rna_500_cells_1000	1000	1000	500	6	5.69897000433602
numTSSEnhGene	-1.57075310368751	none	atac_2000_rna_1000_cells_1000	1000	2000	1000	6.30102999566398	6
normalizedATAC_prom	-1.38320596605312	none	atac_2000_rna_1000_cells_1000	1000	2000	1000	6.30102999566398	6
numNearbyEnhancers	0.135565528187929	none	atac_2000_rna_1000_cells_1000	1000	2000	1000	6.30102999566398	6
ubiqExpressed	-0.318907836922265	none	atac_2000_rna_1000_cells_1000	1000	2000	1000	6.30102999566398	6
numCandidateEnhGene	0.364438091069192	none	atac_2000_rna_1000_cells_1000	1000	2000	1000	6.30102999566398	6
ARC.E2G.Score	1.62729770460612	none	atac_2000_rna_1000_cells_1000	1000	2000	1000	6.30102999566398	6
numTSSEnhGene	-1.53254499318938	none	atac_4000_rna_2000_cells_1000	1000	4000	2000	6.60205999132796	6.30102999566398
normalizedATAC_prom	-1.37971602293494	none	atac_4000_rna_2000_cells_1000	1000	4000	2000	6.60205999132796	6.30102999566398
numNearbyEnhancers	0.158215896718446	none	atac_4000_rna_2000_cells_1000	1000	4000	2000	6.60205999132796	6.30102999566398
ubiqExpressed	-0.331429082370187	none	atac_4000_rna_2000_cells_1000	1000	4000	2000	6.60205999132796	6.30102999566398
numCandidateEnhGene	0.377375368190305	none	atac_4000_rna_2000_cells_1000	1000	4000	2000	6.60205999132796	6.30102999566398
ARC.E2G.Score	1.73003003050328	none	atac_4000_rna_2000_cells_1000	1000	4000	2000	6.60205999132796	6.30102999566398
numTSSEnhGene	-1.61283554465637	none	atac_10000_rna_5000_cells_1000	1000	10000	5000	7	6.69897000433602
normalizedATAC_prom	-1.27292365210549	none	atac_10000_rna_5000_cells_1000	1000	10000	5000	7	6.69897000433602
numNearbyEnhancers	0.181054113991712	none	atac_10000_rna_5000_cells_1000	1000	10000	5000	7	6.69897000433602
ubiqExpressed	-0.314043787472626	none	atac_10000_rna_5000_cells_1000	1000	10000	5000	7	6.69897000433602
numCandidateEnhGene	0.545778093275754	none	atac_10000_rna_5000_cells_1000	1000	10000	5000	7	6.69897000433602
ARC.E2G.Score	1.91763286123987	none	atac_10000_rna_5000_cells_1000	1000	10000	5000	7	6.69897000433602
numTSSEnhGene	-1.48574573884681	none	atac_20000_rna_10000_cells_1000	1000	20000	10000	7.30102999566398	7
normalizedATAC_prom	-1.24343772977266	none	atac_20000_rna_10000_cells_1000	1000	20000	10000	7.30102999566398	7
numNearbyEnhancers	0.12075815553548	none	atac_20000_rna_10000_cells_1000	1000	20000	10000	7.30102999566398	7
ubiqExpressed	-0.324138844260741	none	atac_20000_rna_10000_cells_1000	1000	20000	10000	7.30102999566398	7
numCandidateEnhGene	0.492048631859278	none	atac_20000_rna_10000_cells_1000	1000	20000	10000	7.30102999566398	7
ARC.E2G.Score	1.87733954186924	none	atac_20000_rna_10000_cells_1000	1000	20000	10000	7.30102999566398	7
numTSSEnhGene	-1.5601215779548	none	atac_30000_rna_15000_cells_1000	1000	30000	15000	7.47712125471966	7.17609125905568
normalizedATAC_prom	-1.15117082228179	none	atac_30000_rna_15000_cells_1000	1000	30000	15000	7.47712125471966	7.17609125905568
numNearbyEnhancers	0.186902547920353	none	atac_30000_rna_15000_cells_1000	1000	30000	15000	7.47712125471966	7.17609125905568
ubiqExpressed	-0.343503316767255	none	atac_30000_rna_15000_cells_1000	1000	30000	15000	7.47712125471966	7.17609125905568
numCandidateEnhGene	0.618514717743447	none	atac_30000_rna_15000_cells_1000	1000	30000	15000	7.47712125471966	7.17609125905568
ARC.E2G.Score	2.01537455456784	none	atac_30000_rna_15000_cells_1000	1000	30000	15000	7.47712125471966	7.17609125905568
numTSSEnhGene	-1.57091024134077	none	atac_33387_rna_16694_cells_1000	1000	33387	16694	7.52357739713225	7.22256040916522
normalizedATAC_prom	-1.34712774426114	none	atac_33387_rna_16694_cells_1000	1000	33387	16694	7.52357739713225	7.22256040916522
numNearbyEnhancers	0.173747759756791	none	atac_33387_rna_16694_cells_1000	1000	33387	16694	7.52357739713225	7.22256040916522
ubiqExpressed	-0.323845128797052	none	atac_33387_rna_16694_cells_1000	1000	33387	16694	7.52357739713225	7.22256040916522
numCandidateEnhGene	0.557508814448397	none	atac_33387_rna_16694_cells_1000	1000	33387	16694	7.52357739713225	7.22256040916522
ARC.E2G.Score	1.89099572943072	none	atac_33387_rna_16694_cells_1000	1000	33387	16694	7.52357739713225	7.22256040916522
numTSSEnhGene	-1.52317245898002	none	atac_1000_rna_500_cells_2000	2000	1000	500	6.30102999566398	6
normalizedATAC_prom	-1.06982021685973	none	atac_1000_rna_500_cells_2000	2000	1000	500	6.30102999566398	6
numNearbyEnhancers	0.135097132470899	none	atac_1000_rna_500_cells_2000	2000	1000	500	6.30102999566398	6
ubiqExpressed	-0.335550734702438	none	atac_1000_rna_500_cells_2000	2000	1000	500	6.30102999566398	6
numCandidateEnhGene	0.36748216588942	none	atac_1000_rna_500_cells_2000	2000	1000	500	6.30102999566398	6
ARC.E2G.Score	1.73068424183812	none	atac_1000_rna_500_cells_2000	2000	1000	500	6.30102999566398	6
numTSSEnhGene	-1.61888207421856	none	atac_2000_rna_1000_cells_2000	2000	2000	1000	6.60205999132796	6.30102999566398
normalizedATAC_prom	-1.29414954657883	none	atac_2000_rna_1000_cells_2000	2000	2000	1000	6.60205999132796	6.30102999566398
numNearbyEnhancers	0.158340345637603	none	atac_2000_rna_1000_cells_2000	2000	2000	1000	6.60205999132796	6.30102999566398
ubiqExpressed	-0.344583787297111	none	atac_2000_rna_1000_cells_2000	2000	2000	1000	6.60205999132796	6.30102999566398
numCandidateEnhGene	0.537448715376438	none	atac_2000_rna_1000_cells_2000	2000	2000	1000	6.60205999132796	6.30102999566398
ARC.E2G.Score	1.89002938807381	none	atac_2000_rna_1000_cells_2000	2000	2000	1000	6.60205999132796	6.30102999566398
numTSSEnhGene	-1.58075918758961	none	atac_4000_rna_2000_cells_2000	2000	4000	2000	6.90308998699194	6.60205999132796
normalizedATAC_prom	-1.43266406162156	none	atac_4000_rna_2000_cells_2000	2000	4000	2000	6.90308998699194	6.60205999132796
numNearbyEnhancers	0.149769903856021	none	atac_4000_rna_2000_cells_2000	2000	4000	2000	6.90308998699194	6.60205999132796
ubiqExpressed	-0.32714848060168	none	atac_4000_rna_2000_cells_2000	2000	4000	2000	6.90308998699194	6.60205999132796
numCandidateEnhGene	0.323345426131633	none	atac_4000_rna_2000_cells_2000	2000	4000	2000	6.90308998699194	6.60205999132796
ARC.E2G.Score	1.57649366434837	none	atac_4000_rna_2000_cells_2000	2000	4000	2000	6.90308998699194	6.60205999132796
numTSSEnhGene	-1.50838953686553	none	atac_10000_rna_5000_cells_2000	2000	10000	5000	7.30102999566398	7
normalizedATAC_prom	-1.20238490026087	none	atac_10000_rna_5000_cells_2000	2000	10000	5000	7.30102999566398	7
numNearbyEnhancers	0.191845602101167	none	atac_10000_rna_5000_cells_2000	2000	10000	5000	7.30102999566398	7
ubiqExpressed	-0.30547282924489	none	atac_10000_rna_5000_cells_2000	2000	10000	5000	7.30102999566398	7
numCandidateEnhGene	0.509339881589493	none	atac_10000_rna_5000_cells_2000	2000	10000	5000	7.30102999566398	7
ARC.E2G.Score	1.92760899013967	none	atac_10000_rna_5000_cells_2000	2000	10000	5000	7.30102999566398	7
numTSSEnhGene	-1.52653117609098	none	atac_20000_rna_10000_cells_2000	2000	20000	10000	7.60205999132796	7.30102999566398
normalizedATAC_prom	-1.19539859957072	none	atac_20000_rna_10000_cells_2000	2000	20000	10000	7.60205999132796	7.30102999566398
numNearbyEnhancers	0.160714833242243	none	atac_20000_rna_10000_cells_2000	2000	20000	10000	7.60205999132796	7.30102999566398
ubiqExpressed	-0.305877612222989	none	atac_20000_rna_10000_cells_2000	2000	20000	10000	7.60205999132796	7.30102999566398
numCandidateEnhGene	0.512274493115321	none	atac_20000_rna_10000_cells_2000	2000	20000	10000	7.60205999132796	7.30102999566398
ARC.E2G.Score	1.87617068891261	none	atac_20000_rna_10000_cells_2000	2000	20000	10000	7.60205999132796	7.30102999566398
numTSSEnhGene	-1.48082392693477	none	atac_30000_rna_15000_cells_2000	2000	30000	15000	7.77815125038364	7.47712125471966
normalizedATAC_prom	-1.05595530448942	none	atac_30000_rna_15000_cells_2000	2000	30000	15000	7.77815125038364	7.47712125471966
numNearbyEnhancers	0.199234139334054	none	atac_30000_rna_15000_cells_2000	2000	30000	15000	7.77815125038364	7.47712125471966
ubiqExpressed	-0.330697345092941	none	atac_30000_rna_15000_cells_2000	2000	30000	15000	7.77815125038364	7.47712125471966
numCandidateEnhGene	0.536486719665982	none	atac_30000_rna_15000_cells_2000	2000	30000	15000	7.77815125038364	7.47712125471966
ARC.E2G.Score	1.91379417257167	none	atac_30000_rna_15000_cells_2000	2000	30000	15000	7.77815125038364	7.47712125471966
numTSSEnhGene	-1.55833920430186	none	atac_33387_rna_16694_cells_2000	2000	33387	16694	7.82460739279624	7.52359040482921
normalizedATAC_prom	-1.17495679395222	none	atac_33387_rna_16694_cells_2000	2000	33387	16694	7.82460739279624	7.52359040482921
numNearbyEnhancers	0.18399271391595	none	atac_33387_rna_16694_cells_2000	2000	33387	16694	7.82460739279624	7.52359040482921
ubiqExpressed	-0.315181519364621	none	atac_33387_rna_16694_cells_2000	2000	33387	16694	7.82460739279624	7.52359040482921
numCandidateEnhGene	0.581933251601979	none	atac_33387_rna_16694_cells_2000	2000	33387	16694	7.82460739279624	7.52359040482921
ARC.E2G.Score	1.89528643484237	none	atac_33387_rna_16694_cells_2000	2000	33387	16694	7.82460739279624	7.52359040482921
numTSSEnhGene	-1.5628445503763	none	atac_1000_rna_500_cells_5000	5000	1000	500	6.69897000433602	6.39794000867204
normalizedATAC_prom	-1.11662072550478	none	atac_1000_rna_500_cells_5000	5000	1000	500	6.69897000433602	6.39794000867204
numNearbyEnhancers	0.170139045478419	none	atac_1000_rna_500_cells_5000	5000	1000	500	6.69897000433602	6.39794000867204
ubiqExpressed	-0.325064212528543	none	atac_1000_rna_500_cells_5000	5000	1000	500	6.69897000433602	6.39794000867204
numCandidateEnhGene	0.434600058642012	none	atac_1000_rna_500_cells_5000	5000	1000	500	6.69897000433602	6.39794000867204
ARC.E2G.Score	1.83110641591877	none	atac_1000_rna_500_cells_5000	5000	1000	500	6.69897000433602	6.39794000867204
numTSSEnhGene	-1.57142143109699	none	atac_2000_rna_1000_cells_5000	5000	2000	1000	7	6.69897000433602
normalizedATAC_prom	-1.13119035766036	none	atac_2000_rna_1000_cells_5000	5000	2000	1000	7	6.69897000433602
numNearbyEnhancers	0.167455617756044	none	atac_2000_rna_1000_cells_5000	5000	2000	1000	7	6.69897000433602
ubiqExpressed	-0.345441167567119	none	atac_2000_rna_1000_cells_5000	5000	2000	1000	7	6.69897000433602
numCandidateEnhGene	0.4978084204338	none	atac_2000_rna_1000_cells_5000	5000	2000	1000	7	6.69897000433602
ARC.E2G.Score	1.89284300677905	none	atac_2000_rna_1000_cells_5000	5000	2000	1000	7	6.69897000433602
numTSSEnhGene	-1.49084062944558	none	atac_4000_rna_2000_cells_5000	5000	4000	2000	7.30102999566398	7
normalizedATAC_prom	-1.15519335147865	none	atac_4000_rna_2000_cells_5000	5000	4000	2000	7.30102999566398	7
numNearbyEnhancers	0.143204568052083	none	atac_4000_rna_2000_cells_5000	5000	4000	2000	7.30102999566398	7
ubiqExpressed	-0.346882628912978	none	atac_4000_rna_2000_cells_5000	5000	4000	2000	7.30102999566398	7
numCandidateEnhGene	0.484884645940005	none	atac_4000_rna_2000_cells_5000	5000	4000	2000	7.30102999566398	7
ARC.E2G.Score	1.87711858583753	none	atac_4000_rna_2000_cells_5000	5000	4000	2000	7.30102999566398	7
numTSSEnhGene	-1.53347779500342	none	atac_10000_rna_5000_cells_5000	5000	10000	5000	7.69897000433602	7.39794000867204
normalizedATAC_prom	-1.32099628271936	none	atac_10000_rna_5000_cells_5000	5000	10000	5000	7.69897000433602	7.39794000867204
numNearbyEnhancers	0.205798108110597	none	atac_10000_rna_5000_cells_5000	5000	10000	5000	7.69897000433602	7.39794000867204
