method	pred_name_long	intersectPoPS	nCredibleSetsTotal	recall	precision	recall_adjust	SE_recall	CI_recall_low	CI_recall_high	precision_adjust	SE_precision	CI_precision_low	CI_precision_high
STARE	STARE (gABC, power law)	TRUE	76	0.0921052631578947	1	0.1125	0.0353277069026565	0.022864229972301	0.161346296343488	0.818181818181818	0.116291299830333	0.772073240617199	1.2279267593828
ScenicPlus	SCENIC+ (importance)	FALSE	76	0.0394736842105263	0.0714285714285714	0.0625	0.0270632938682637	-0.0135693970742942	0.0925167654953468	0.108695652173913	0.0458923379444621	-0.0185187581089151	0.161375900966058
ScenicPlus	SCENIC+ (importance)	TRUE	76	0.0394736842105263	0.333333333333333	0.0625	0.0270632938682637	-0.0135693970742942	0.0925167654953468	0.384615384615385	0.134932002970312	0.0688714671496699	0.597795199516997
Signac	Signac (p-value)	FALSE	76	0.0131578947368421	0.0238095238095238	0.0375	0.021240806834958	-0.0284733216622479	0.0547891111359321	0.0652173913043478	0.0364047545795288	-0.0475424840323723	0.0951615316514199
Signac	Signac (p-value)	TRUE	76	0.0131578947368421	0.333333333333333	0.0375	0.021240806834958	-0.0284733216622479	0.0547891111359321	0.428571428571429	0.187043905916565	-0.0332659857908322	0.699932652457499
SnapATAC	SnapATAC (p-value)	FALSE	76	0.0526315789473684	0.0952380952380952	0.075	0.0294480474734744	-0.00508553351566707	0.110348691410404	0.130434782608696	0.0496556731061009	-0.00208523567795674	0.192561426154147
SnapATAC	SnapATAC (p-value)	TRUE	76	0.0394736842105263	0.3	0.0625	0.0270632938682637	-0.0135693970742942	0.0925167654953468	0.357142857142857	0.128060208142971	0.0490066041870744	0.550993395812926
scABC	ABC (A=scATAC, C=power law)	FALSE	76	0.157894736842105	0.272727272727273	0.175	0.0424816136699161	0.0746323040439253	0.241157169640285	0.291666666666667	0.0656057070405944	0.144142449747422	0.401312095707124
scABC	ABC (A=scATAC, C=power law)	TRUE	76	0.0526315789473684	1	0.075	0.0294480474734744	-0.00508553351566707	0.110348691410404	0.75	0.153093108923949	0.699943020227793	1.30005697977221
scE2G_ATAC	scE2G (scATAC)	FALSE	76	0.184210526315789	0.318181818181818	0.2	0.0447213595499958	0.0965582722581313	0.271862780373448	0.333333333333333	0.0680413817439772	0.184823160505282	0.451540475858355
scE2G_ATAC	scE2G (scATAC)	TRUE	76	0.0526315789473684	0.8	0.075	0.0294480474734744	-0.00508553351566707	0.110348691410404	0.666666666666667	0.157134840263677	0.492021372366738	1.10797862763326
scE2G_multiome	scE2G (Multiome)	FALSE	76	0.184210526315789	0.318181818181818	0.2	0.0447213595499958	0.0965582722581313	0.271862780373448	0.333333333333333	0.0680413817439772	0.184823160505282	0.451540475858355
scE2G_multiome	scE2G (Multiome)	TRUE	76	0.0657894736842105	0.833333333333333	0.0875	0.0315918798902503	0.00387052689540478	0.127708420473016	0.7	0.144913767461894	0.549307568244008	1.11735909842266
PoPS	Polygenic priority score (PoPS)		76	0.486842105263158	0.243421052631579	0.4875	0.055884227425992	0.377311032204368	0.596373178321948	0.25	0.0346687622640768	0.175471527205407	0.311370578057751
distanceToTSS	Distance to TSS		76	0.657894736842105	0.328947368421053	0.65	0.0533268225192539	0.553376085294408	0.762413388389802	0.333333333333333	0.0377425678048199	0.254973294839545	0.402921442002561
