cell_type	subset_col	subset	id	metric	full	conf	lower	upper	min	max	pos	neg
K562	distToTSS (bins)	[0,20)	Kendall_K562_single_cell.Kendall	auprc	0.6901733561045683	0.95	0.6164497012330484	0.7522206547569823	0.5668247971254203	0.7799170290008908	196	224
K562	distToTSS (bins)	[0,20)	baseline.distToTSS	auprc	0.6457019527074097	0.95	0.5686082899029389	0.7178469105201111	0.5304387365023591	0.7752949139937745	196	224
K562	distToTSS (bins)	[0,20)	scE2G_ATAC_K562_single_cell.E2G.Score.cv.qnorm	auprc	0.7114265064023998	0.95	0.6322196299912728	0.779480413129715	0.5815417807506204	0.8179441413061711	196	224
K562	distToTSS (bins)	[0,20)	scE2G_multiome_K562_PBMC_single_cell.E2G.Score.qnorm	auprc	0.7282144052589276	0.95	0.6553496793976012	0.7908491290686284	0.6066389020781892	0.8196425131364724	196	224
K562	distToTSS (bins)	[0,20)	scE2G_multiome_K562_meta_cell.E2G.Score.cv.qnorm	auprc	0.7278900084865321	0.95	0.6525408850654844	0.7955189966190094	0.6099538139645138	0.825555651944283	196	224
K562	distToTSS (bins)	[0,20)	scE2G_multiome_K562_single_cell.E2G.Score.cv.qnorm	auprc	0.7379677627220773	0.95	0.6695722519192064	0.7918582224567831	0.6287925113384935	0.8355521133028809	196	224
K562	distToTSS (bins)	[20,100)	Kendall_K562_PBMC_single_cell.Kendall	auprc	0.3599574504122771	0.95	0.2897809004100972	0.42977625392021174	0.2600679922569822	0.4660050342840051	193	1188
K562	distToTSS (bins)	[20,100)	Kendall_K562_meta_cell.Kendall	auprc	0.35254652307728684	0.95	0.2871247031458622	0.42007522548052784	0.23183506762144787	0.4698685976411205	193	1188
K562	distToTSS (bins)	[20,100)	Kendall_K562_single_cell.Kendall	auprc	0.4318369696355264	0.95	0.35678409108146564	0.5092595868760832	0.31856521565123497	0.5639539208571074	193	1188
K562	distToTSS (bins)	[20,100)	baseline.distToTSS	auprc	0.2419464708922083	0.95	0.1995606089587078	0.29361860877627327	0.17195583591260916	0.32084737829601656	193	1188
K562	distToTSS (bins)	[20,100)	scE2G_ATAC_K562_single_cell.E2G.Score.cv.qnorm	auprc	0.5957576671567506	0.95	0.5135806972039265	0.6670552899320435	0.47237071273775866	0.7066170344491727	193	1188
K562	distToTSS (bins)	[20,100)	scE2G_multiome_K562_PBMC_single_cell.E2G.Score.qnorm	auprc	0.6123228716710593	0.95	0.53482361372259	0.6822238860821304	0.4878175850562945	0.7113838875622359	193	1188
K562	distToTSS (bins)	[20,100)	scE2G_multiome_K562_meta_cell.E2G.Score.cv.qnorm	auprc	0.6311110174680974	0.95	0.5517178716718265	0.6948888174469684	0.5124196756578517	0.7280195583891624	193	1188
K562	distToTSS (bins)	[20,100)	scE2G_multiome_K562_single_cell.E2G.Score.cv.qnorm	auprc	0.5965527448876982	0.95	0.5184291522551707	0.6664711688962127	0.4756030853898335	0.730870282502354	193	1188
K562	distToTSS (bins)	[100,2.5e+03)	Kendall_K562_PBMC_single_cell.Kendall	auprc	0.029261959546101952	0.95	0.015494558887157107	0.054141062866734584	0.011873189322446132	0.0740007707631269	77	7822
K562	distToTSS (bins)	[100,2.5e+03)	Kendall_K562_meta_cell.Kendall	auprc	0.044607531138767954	0.95	0.021561760613776296	0.08958832033300632	0.014234735444376664	0.14494200600967647	77	7822
K562	distToTSS (bins)	[100,2.5e+03)	Kendall_K562_single_cell.Kendall	auprc	0.13647899171903305	0.95	0.0609009130949859	0.21463465017980368	0.03293571763081863	0.2939062377008366	77	7822
K562	distToTSS (bins)	[100,2.5e+03)	baseline.distToTSS	auprc	0.02539409801614634	0.95	0.016021963809598354	0.04533149582327179	0.012839288291210628	0.06386352259830448	77	7822
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_ATAC_K562_single_cell.E2G.Score.cv.qnorm	auprc	0.18424192544033227	0.95	0.1006015767117007	0.28394414476588187	0.0523116191833554	0.39259741592113745	77	7822
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_multiome_K562_PBMC_single_cell.E2G.Score.qnorm	auprc	0.20722434916127627	0.95	0.11117149858775313	0.30853429299532276	0.055911411113598763	0.4200472964566017	77	7822
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_multiome_K562_meta_cell.E2G.Score.cv.qnorm	auprc	0.2113375389032253	0.95	0.12154918357170008	0.31648730976359385	0.06887560073886909	0.4696166748092971	77	7822
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_multiome_K562_single_cell.E2G.Score.cv.qnorm	auprc	0.27598275868523003	0.95	0.1688330829278616	0.37282270095972997	0.0888705876469035	0.48527724049617665	77	7822
