cell_type	subset_col	subset	id	metric	full	conf	lower	upper	min	max	pos	neg
K562	distToTSS (bins)	[0,20)	Cicero.coaccess	auprc	0.5712272729857257	0.95	0.4971988607727631	0.6512885954912034	0.4578413084400132	0.7093790561279076	195	224
K562	distToTSS (bins)	[0,20)	DIRECTNET.Importance	auprc	0.5250024392141612	0.95	0.44862191816202107	0.6146168606740078	0.4101463068898924	0.6600731041074865	195	224
K562	distToTSS (bins)	[0,20)	FigR.pvalZ	auprc	0.6228055741484447	0.95	0.5473864351921051	0.6959443683092462	0.47754350905846804	0.7417247478586133	195	224
K562	distToTSS (bins)	[0,20)	Kendall.Kendall	auprc	0.6946772569840338	0.95	0.6268862783792437	0.764461378890211	0.5761660266335152	0.7908694649672371	195	224
K562	distToTSS (bins)	[0,20)	SCENT.boot_basic_p.log10.signed	auprc	0.649004656309098	0.95	0.5785443998700857	0.7268118105051876	0.5030483966333396	0.7586363913227223	195	224
K562	distToTSS (bins)	[0,20)	STARE.ABC.Score	auprc	0.6382885761898442	0.95	0.5658026071518053	0.7204400094737203	0.5010215353683276	0.7661796111654103	195	224
K562	distToTSS (bins)	[0,20)	ScenicPlus.importance	auprc	0.6358487703842487	0.95	0.564778027251823	0.7110554877785845	0.5220882149960212	0.7686982222780395	195	224
K562	distToTSS (bins)	[0,20)	Signac.pvalue	auprc	0.6395905033960757	0.95	0.5715882444106077	0.7156223857354299	0.499536799564759	0.7456150011007495	195	224
K562	distToTSS (bins)	[0,20)	SnapATAC.z	auprc	0.6641420167178047	0.95	0.5934048710876184	0.7332786482791357	0.530428510288637	0.7794567830614346	195	224
K562	distToTSS (bins)	[0,20)	baseline.distToTSS	auprc	0.643556983916356	0.95	0.5757349980050447	0.7154903242964543	0.5325635740463147	0.7628694817234981	195	224
K562	distToTSS (bins)	[0,20)	scATAC_ABC.ABC.Score	auprc	0.6422756658873024	0.95	0.5670541476327352	0.7239944685555547	0.5220193789345956	0.7797194455253826	195	224
K562	distToTSS (bins)	[0,20)	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.7119407359952812	0.95	0.6370714010442131	0.7844779268181373	0.5908634102064562	0.8502838774503318	195	224
K562	distToTSS (bins)	[0,20)	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.7504325755901969	0.95	0.6879782493745681	0.8102045111129866	0.6490195673299491	0.8533293234135757	195	224
K562	distToTSS (bins)	[0,20)	scE2G_multiome_ignore_TPM.E2G.Score.cv.qnorm.ignoreTPM	auprc	0.7502722924831757	0.95	0.6877036937561379	0.8100464183281277	0.6485643764540654	0.8531685574677593	195	224
K562	distToTSS (bins)	[20,100)	ARC.ARC.E2G.Score	auprc	0.519123188134631	0.95	0.4475562672021673	0.598101579866509	0.398565348316109	0.6306197898201767	189	1188
K562	distToTSS (bins)	[20,100)	ArchR.Correlation	auprc	0.20416052329965315	0.95	0.1649154538907081	0.25626923733419626	0.14643351739576757	0.289438451340129	189	1188
K562	distToTSS (bins)	[20,100)	Cicero.coaccess	auprc	0.30277999933933936	0.95	0.2470514771276741	0.3685131146434996	0.22526682284912747	0.4267506877117191	189	1188
K562	distToTSS (bins)	[20,100)	DIRECTNET.Importance	auprc	0.2562938259247395	0.95	0.20312575137184644	0.33121772708612424	0.17607048789041105	0.383454092209002	189	1188
K562	distToTSS (bins)	[20,100)	FigR.pvalZ	auprc	0.29717211239821995	0.95	0.2361765304339228	0.36707140091813595	0.20393115650603882	0.40228921368439563	189	1188
K562	distToTSS (bins)	[20,100)	Kendall.Kendall	auprc	0.4478608070949478	0.95	0.375292302183683	0.5245480609245896	0.31912942496215496	0.5777904555387442	189	1188
K562	distToTSS (bins)	[20,100)	SCENT.boot_basic_p.log10.signed	auprc	0.3165979502605555	0.95	0.2522972469214091	0.38734020647796685	0.2122110246448246	0.42802453751185837	189	1188
K562	distToTSS (bins)	[20,100)	STARE.ABC.Score	auprc	0.3810428300097382	0.95	0.31115401262251163	0.45366192785528864	0.2604250758675076	0.48843264003400766	189	1188
K562	distToTSS (bins)	[20,100)	ScenicPlus.importance	auprc	0.28635112512314115	0.95	0.22120835501820327	0.3554843543199283	0.19650411124674952	0.4092435151291248	189	1188
K562	distToTSS (bins)	[20,100)	Signac.pvalue	auprc	0.3301777033719084	0.95	0.26447856658750396	0.4006088961537515	0.2324237533076749	0.4281231180753921	189	1188
K562	distToTSS (bins)	[20,100)	SnapATAC.z	auprc	0.39064215489066023	0.95	0.3196447194026164	0.46685332655529016	0.25477548648057974	0.5259593173283305	189	1188
K562	distToTSS (bins)	[20,100)	baseline.distToTSS	auprc	0.24084910779562635	0.95	0.19949786914315687	0.2923056594051946	0.17463244998162122	0.3195026682858301	189	1188
K562	distToTSS (bins)	[20,100)	scATAC_ABC.ABC.Score	auprc	0.3997117230592463	0.95	0.3320095243402139	0.4746821834755938	0.2855789387873465	0.5211581716364618	189	1188
K562	distToTSS (bins)	[20,100)	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.5902215237101447	0.95	0.510072168617	0.6612700349993562	0.46729623075063287	0.7132561083995239	189	1188
K562	distToTSS (bins)	[20,100)	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.6147856610825804	0.95	0.5413537482661404	0.6824002156799537	0.5017617555250381	0.7265810796569732	189	1188
K562	distToTSS (bins)	[20,100)	scE2G_multiome_ignore_TPM.E2G.Score.cv.qnorm.ignoreTPM	auprc	0.6266967256988598	0.95	0.5537305888061241	0.6941557960571354	0.5232500179621105	0.736269825130523	189	1188
K562	distToTSS (bins)	[100,2.5e+03)	ARC.ARC.E2G.Score	auprc	0.18547198832777714	0.95	0.09425807100736498	0.2774123028577181	0.04505821397169798	0.3405225890588875	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	ArchR.Correlation	auprc	0.04147648764815633	0.95	0.01525646078570166	0.08663124587480726	0.01009699782284952	0.15362089172877744	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	Cicero.coaccess	auprc	0.03426917136183468	0.95	0.019459769975763156	0.057261719389443695	0.01448375747703281	0.07593332098284515	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	DIRECTNET.Importance	auprc	0.028226253289245752	0.95	0.01478709603803585	0.05354653415288334	0.009666572921428866	0.072153004581529	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	FigR.pvalZ	auprc	0.03277094180485494	0.95	0.013790627489616266	0.07937300520090956	0.0069384038073890455	0.13690927848817336	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	Kendall.Kendall	auprc	0.1479701356239111	0.95	0.06734251650607073	0.23848442789292265	0.0389770735879833	0.29853583331936645	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	SCENT.boot_basic_p.log10.signed	auprc	0.04319928817156585	0.95	0.021024691872495196	0.07975380567185857	0.015464772141365978	0.1335117462476296	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	STARE.ABC.Score	auprc	0.1103527067221973	0.95	0.049608343049027594	0.18930960803726704	0.03208434468572301	0.22644148394108732	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	ScenicPlus.importance	auprc	0.02323895639528226	0.95	0.013791870834042723	0.04396407671460891	0.01136752142553565	0.06712122947079598	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	Signac.pvalue	auprc	0.043242779426699234	0.95	0.01866690072211877	0.09951153665811854	0.012086547376965882	0.1483509195116157	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	SnapATAC.z	auprc	0.12528562769867885	0.95	0.04934644774701343	0.2095572774825484	0.02876688780844434	0.25633337883130836	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	baseline.distToTSS	auprc	0.025397829960136106	0.95	0.0157870159456431	0.04516878940515858	0.00920557574279934	0.06921107087124605	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	scATAC_ABC.ABC.Score	auprc	0.0627533287020501	0.95	0.032734389081626805	0.1231243961367977	0.018531586529190448	0.1614876740812865	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.1838519652472799	0.95	0.09708203583033015	0.2960376507744469	0.052308959786875046	0.35834729239376917	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.28572646435521903	0.95	0.17891233449172286	0.39579467235613397	0.08776242035655969	0.49059132393419297	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_multiome_ignore_TPM.E2G.Score.cv.qnorm.ignoreTPM	auprc	0.28570422073736723	0.95	0.17888833780776459	0.3957789498735525	0.0877399834789965	0.4905780416837313	77	7813
