numTSSEnhGene	distanceToTSS	normalizedATAC_enh	normalizedATAC_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiqExpressed	numCandidateEnhGene	powerlawContact	ABC.Score	Kendall	features	n_features	AUPRC	AUPRC_95CI_low	AUPRC_95CI_high
1	1	1	1	0	1	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	8	0.6680898788788333	0.6180596707081827	0.7172709956389671
1	1	1	1	1	0	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	8	0.6680110483586266	0.6208783139856373	0.709119152952585
1	0	1	1	0	1	1	1	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6678806173148419	0.6179766188893125	0.7113154863476915
1	1	0	1	1	0	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6678222503225842	0.6196446865594815	0.7134531749363996
1	1	0	1	1	1	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	8	0.6676782562497576	0.6164126263306532	0.7142552960268309
1	1	0	1	0	1	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6675170922126599	0.6160940974903486	0.7119635598983574
1	1	0	1	1	1	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.667363717534866	0.6176058302013187	0.7119493819941854
1	0	1	1	0	1	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6673572793290039	0.6178969346315845	0.7135438584883608
1	1	1	1	0	1	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	9	0.6672189028478304	0.6167964104864595	0.7103292211078355
1	1	1	1	1	0	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.66721145818308	0.6140504721202238	0.7092790148684672
1	0	1	1	1	1	1	0	0	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	8	0.6671188601087008	0.6203048319969303	0.7113712646800098
1	0	0	1	0	0	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6665547981891511	0.6241735939441085	0.7181990545296542
1	1	1	1	1	0	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	9	0.6665280490917912	0.6203418142850569	0.7130897383124029
1	1	0	1	0	0	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6665254500547146	0.6213646091903108	0.7119277329763838
1	1	0	1	1	1	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	9	0.6663757933239111	0.6188416504519555	0.7150590348473567
1	1	0	1	0	0	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6659665453422565	0.6175796913776189	0.7121777896503141
1	1	0	1	0	0	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6658976421212436	0.6165985098376859	0.7114173138701577
1	0	1	1	1	1	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6658911594367998	0.6152689067865832	0.7068323282716589
1	0	1	1	0	0	1	1	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6658884093934633	0.6194053553645003	0.7135539210724084
1	1	0	1	1	1	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	10	0.6654475289715104	0.616508927538041	0.7067995058559555
1	1	1	1	0	1	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6654312154611558	0.6170722553246316	0.7128844764269063
1	1	1	1	0	1	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	10	0.6654246726686686	0.6178164384108183	0.7121905089036739
1	0	1	1	1	0	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6652630306431838	0.621532428253598	0.7134590251535624
1	1	1	1	0	0	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'ABC.Score', 'Kendall']	7	0.6652498470047458	0.6157397467379772	0.7119212764203531
1	0	1	1	0	0	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6650721353813872	0.616706782605481	0.7111165408197754
1	0	1	1	1	1	1	1	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	10	0.6650603686661866	0.6080717272623468	0.7033068008583954
1	0	0	0	1	0	1	1	0	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.6650575074531968	0.6116765110400159	0.7072248775207435
1	1	1	1	1	1	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	9	0.6649059600231825	0.6141464664987422	0.7110093668633999
1	1	1	1	1	1	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	10	0.6649036625224215	0.616017621357046	0.7054175394810268
1	0	0	0	1	0	1	0	1	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6648951321365028	0.6183145391534641	0.711239698664155
1	1	1	1	1	1	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	10	0.6646363594179675	0.6149106604022275	0.7099910941496073
1	1	1	1	1	0	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	10	0.6638095418089727	0.6146374177968917	0.7061416269724995
1	0	0	0	1	0	1	0	0	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.663694606882464	0.6173941883553722	0.7111067303442623
1	1	1	1	0	0	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	8	0.6636439345154888	0.6125595604734067	0.7124791450395127
1	1	0	0	1	0	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.6635600162553749	0.6115391650034554	0.709541417252389
1	1	1	1	0	0	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.663439121023205	0.6139757514624203	0.7027006933691947
1	0	0	0	0	1	1	0	0	1	1	['numTSSEnhGene', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6629740027421389	0.6073265365959453	0.705341533224244
1	0	1	0	1	0	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6625481087103926	0.6036437049741958	0.7035507826457033
1	1	1	1	1	1	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	11	0.6625456606601153	0.613326284000583	0.7074395689379469
1	0	0	0	0	1	1	0	1	1	1	['numTSSEnhGene', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6624771395186999	0.605521996013818	0.7051022404321357
1	0	1	0	1	0	1	0	0	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.6624216582566067	0.6093300305086761	0.7073484048015611
1	0	0	0	1	0	1	1	1	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6623002976275258	0.6129345771649328	0.7093798784456691
1	0	0	0	0	1	1	1	0	1	1	['numTSSEnhGene', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.6622347985551943	0.6100413225129331	0.7086448206335982
1	1	0	0	1	0	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.661793173837133	0.6078482665832052	0.7095710080936964
1	0	1	0	1	0	1	1	0	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6617566415024756	0.6102413617861756	0.7065903341139254
1	1	1	1	0	0	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6617523531306012	0.6110572033300445	0.7063199546868217
1	1	0	0	0	1	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.661403489484964	0.6105724017680014	0.7110163544065168
1	0	0	0	0	0	1	0	0	1	1	['numTSSEnhGene', 'ubiqExpressed', 'ABC.Score', 'Kendall']	4	0.6612458891789893	0.6011069167999785	0.7036105543440258
1	0	0	0	1	1	1	0	1	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6607562005898537	0.6098386813131172	0.7046972344259839
1	0	1	0	0	1	1	1	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6606506345738379	0.6072163894181065	0.7033673165392039
1	1	1	0	1	0	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	7	0.6606360472808647	0.6088322372957841	0.7041456218147062
1	0	0	0	0	1	1	1	1	1	1	['numTSSEnhGene', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6605865653360145	0.6081539477409955	0.7062461165177822
1	1	0	0	1	1	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	7	0.660541409456443	0.6019574967243602	0.7014523688651001
1	1	0	0	0	1	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.660475024048708	0.6064851159417055	0.7027722567837721
1	0	1	0	0	1	1	1	0	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6604051794073892	0.6132225422961969	0.711226364403404
1	0	0	0	0	0	1	0	1	1	1	['numTSSEnhGene', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	5	0.6599180355175057	0.6011631058476211	0.7051627221667698
1	0	0	0	1	1	1	0	0	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.6599154627652039	0.6089487670745363	0.7055326652069854
1	0	1	0	0	1	1	0	0	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.659891479376683	0.6093894158653363	0.7058852418860139
1	1	1	0	1	0	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	8	0.6597939576921499	0.6046677805851235	0.70373961107845
1	0	1	0	0	0	1	1	0	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.6597779704292744	0.6051344982107476	0.7060929546674276
1	0	0	0	1	1	1	1	0	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6597112918137936	0.6081536838546401	0.7106465405471445
1	0	1	0	1	0	1	1	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.659624205149084	0.6107361469805104	0.712639955253215
1	0	0	0	0	0	1	1	0	1	1	['numTSSEnhGene', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	5	0.6593616429681792	0.6079872707894834	0.708458182931843
1	1	0	0	1	0	1	1	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6591595778400964	0.6083925742781445	0.7080539881782058
1	0	1	0	0	1	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6591387254786116	0.6042746458921875	0.7062784700199554
1	0	1	0	1	1	1	0	1	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6589890336648653	0.6001645272506265	0.7010875376782278
1	1	0	0	0	1	1	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6589339404135829	0.6065346158127267	0.7062911235399953
1	1	1	0	1	1	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	8	0.6589152876074522	0.6025488416464045	0.7010097980333514
1	1	0	0	0	0	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6587616440513423	0.6071969865222736	0.7038739797606371
1	1	1	0	0	1	1	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	7	0.65867626309019	0.6099301749764137	0.7089045042713454
1	0	1	0	0	0	1	0	0	1	1	['numTSSEnhGene', 'normalizedATAC_enh', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6586548971159056	0.6020551775625189	0.7020947941166649
1	0	0	0	0	0	1	1	1	1	1	['numTSSEnhGene', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6584643471010193	0.6058904643124854	0.7057770906462582
1	1	0	0	1	0	1	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6584513891393496	0.606880218902094	0.7062392277591166
1	0	0	0	1	1	1	1	1	1	1	['numTSSEnhGene', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6584187214768269	0.6092513627471153	0.7091468466208874
