Biosample	GTExTissue	nVariantsOverlappingEnhancers	nVariantsGTExTissue	nCommonVariantsOverlappingEnhancers	nCommonVariants	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	method	distance_min	distance_max	tissue.biosample	pred_name_long	hex	count	cat	pairs
PBMC5_NK	NK	0	59	63531	9746610	0	0	NA	Inf	1	SCENT	100	250	NK.PBMC5_NK	SCENT (FDR)	#a5a083	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	0	46	261170	9746610	0	0	NA	Inf	1	DNase_ENCODE_rE2G	100	250	spleen.K562	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	0	33	428447	9746610	0	0	NA	Inf	1	SnapATAC	250	1000	spleen.K562	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	0	134	264810	9746610	0	0	NA	Inf	1	Cicero	250	1000	blood.K562	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	0	33	264810	9746610	0	0	NA	Inf	1	Cicero	250	1000	spleen.K562	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_B	B	0	49	17840	9746610	0	0	NA	Inf	1	Cicero	250	1000	B.BMMC5_B	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_B	B	0	49	12470	9746610	0	0	NA	Inf	1	Cicero	250	1000	B.PBMC5_B	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_NK	NK	0	41	16208	9746610	0	0	NA	Inf	1	Cicero	250	1000	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_B	B	0	49	86107	9746610	0	0	NA	Inf	1	SCENT	250	1000	B.PBMC5_B	SCENT (FDR)	#a5a083	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_NK	NK	0	41	63531	9746610	0	0	NA	Inf	1	SCENT	250	1000	NK.PBMC5_NK	SCENT (FDR)	#a5a083	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	0	33	428475	9746610	0	0	NA	Inf	1	ArchR	250	1000	spleen.K562	ArchR (high-confidence)	#dcbca1	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	1	134	428447	9746610	0.169766378390765	0.0240896402501075	1.1963907693386	0.996263900568873	1	SnapATAC	250	1000	blood.K562	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	2	263	428447	9746610	0.172993876078802	0.0434942023741016	0.688065984136492	0.704415262687011	1	SnapATAC	10	100	spleen.K562	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	blood	11	1426	428447	9746610	0.175480814690033	0.0974030619630288	0.316145259745182	0.300348412737017	1	SnapATAC	10	100	blood.K562	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	1	1426	35032	9746610	0.195105328664444	0.0275005821458656	1.38419212623771	0.999677750101504	1	Cicero	10	100	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	blood	8	1426	264810	9746610	0.206485551868065	0.103463389833207	0.412090529790232	0.352563934822457	1	Cicero	10	100	blood.K562	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	spleen	3	268	428447	9746610	0.254649567586147	0.082652872131482	0.784563205119549	0.574111968351578	1	SnapATAC	0	10	spleen.K562	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	spleen	2	263	264810	9746610	0.279893913463746	0.0703708615497046	1.11325342718331	0.704416704968473	1	Cicero	10	100	spleen.K562	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
GM12878	LCL	1	129	252326	9746610	0.299434526283735	0.0425013471011321	2.1096045571783	0.996120350710795	1	SnapATAC	250	1000	LCL.GM12878	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	7	855	252326	9746610	0.31624488565405	0.151222351588362	0.661349507211606	0.37641793068656	1	SnapATAC	0	10	LCL.GM12878	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	blood	2	134	428475	9746610	0.339510568982499	0.0857965098760143	1.3434978487749	0.701812257856213	1	ArchR	250	1000	blood.K562	ArchR (high-confidence)	#dcbca1	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	4	241	428475	9746610	0.37754702276892	0.142861469801914	0.99776205998243	0.495835491948839	1	ArchR	100	250	blood.K562	ArchR (high-confidence)	#dcbca1	47-650 variants	100-250 Kb	3-11 biosample pairs
GM12878	LCL	12	1133	252326	9746610	0.409112662565951	0.233036332368104	0.71822779294097	0.287146195964326	1	SnapATAC	10	100	LCL.GM12878	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	blood	19	994	428447	9746610	0.434834204610551	0.27855959773331	0.678780365271472	0.22721478108675	1	SnapATAC	0	10	blood.K562	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	spleen	1	46	428475	9746610	0.494504524387552	0.0711655574222079	3.43613868137074	0.989072941352356	1	ArchR	100	250	spleen.K562	ArchR (high-confidence)	#dcbca1	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	2	994	35032	9746610	0.55979919250603	0.14019208739486	2.23532684157673	0.70642349069041	1	Cicero	0	10	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	162-1444 variants	0-10 Kb	3-11 biosample pairs
BMMC5_T	T	2	483	72075	9746610	0.559953292270172	0.140442043172029	2.2325771004352	0.705655045165495	1	ArchR	250	1000	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	37	1426	428475	9746610	0.590215077494821	0.429436651678089	0.811187951333385	0.162254395358072	1	ArchR	10	100	blood.K562	ArchR (high-confidence)	#dcbca1	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	spleen	7	268	428475	9746610	0.594143495719373	0.286019026426545	1.23420633206125	0.372997941118134	1	ArchR	0	10	spleen.K562	ArchR (high-confidence)	#dcbca1	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	spleen	1	33	496432	9746610	0.594949193810669	0.0863521025411306	4.09908424693386	0.984733839609463	1	scE2G_multiome	250	1000	spleen.K562	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	1	33	496432	9746610	0.594949193810669	0.0863521025411306	4.09908424693386	0.984733839609463	1	scABC	250	1000	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	1	134	113923	9746610	0.638465415433126	0.0905963128089624	4.49949974855785	0.996270344416628	1	ScenicPlus	250	1000	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	1	134	113828	9746610	0.638998273907897	0.0906719225141492	4.50325506215614	0.996270351742563	1	SnapATAC	250	1000	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	1	134	113804	9746610	0.639133031548874	0.0906910438865306	4.50420476500352	0.996270353595261	1	ArchR	250	1000	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	8	263	428475	9746610	0.691930285074598	0.349725829152567	1.36897958198722	0.348136858423482	1	ArchR	10	100	spleen.K562	ArchR (high-confidence)	#dcbca1	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Myeloid	myeloid	8	247	451468	9746610	0.699229349839546	0.353660356696825	1.38246109415131	0.347782814857323	1	scABC	250	1000	myeloid.BMMC5_Myeloid	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	5	134	496432	9746610	0.732586693871346	0.30999739471798	1.73125088527146	0.438792651687161	1	scE2G_multiome	250	1000	blood.K562	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	5	234	252326	9746610	0.825364399371834	0.346786737283376	1.96439574675478	0.44241373352573	1	SnapATAC	100	250	LCL.GM12878	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	14	1426	113804	9746610	0.840822978391085	0.499256214155119	1.41607307219374	0.265954748812455	1	ArchR	10	100	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	spleen	2	46	496432	9746610	0.853622756337047	0.220091844062961	3.3107624375577	0.691565986582926	1	scE2G_multiome	100	250	spleen.K562	scE2G (Multiome)	#792374	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	2	46	496432	9746610	0.853622756337047	0.220091844062961	3.3107624375577	0.691565986582926	1	scE2G_ATAC	100	250	spleen.K562	scE2G (scATAC)	#006479	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	2	46	496432	9746610	0.853622756337047	0.220091844062961	3.3107624375577	0.691565986582926	1	scABC	100	250	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
PBMC5_T	T	3	483	70241	9746610	0.861860598661167	0.278940868364497	2.6629432104368	0.575568597168542	1	ArchR	250	1000	T.PBMC5_T	ArchR (high-confidence)	#dcbca1	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	6	134	496432	9746610	0.879104032645616	0.402166647152674	1.92165090189689	0.399005646217854	1	scABC	250	1000	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_T	T	1	483	22873	9746610	0.882233059510617	0.124516319542454	6.25086875482283	0.999007884010848	1	Cicero	250	1000	T.BMMC5_T	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	11	241	496432	9746610	0.896126793996983	0.503090834599017	1.59621916300536	0.294551930134553	1	scABC	100	250	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
PBMC5_NK	NK	1	41	260464	9746610	0.912687339217517	0.131692756592268	6.32531507975783	0.987733333351982	1	ABC_distanceToTSS	250	1000	NK.PBMC5_NK	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	11	247	451468	9746610	0.961440356029376	0.539577114757996	1.71313336485088	0.294723180379805	1	scE2G_multiome	250	1000	myeloid.BMMC5_Myeloid	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	4	129	308243	9746610	0.980461730246199	0.373660871374151	2.57266756602621	0.492190160942777	1	scE2G_multiome	250	1000	LCL.GM12878	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	4	129	308243	9746610	0.980461730246199	0.373660871374151	2.57266756602621	0.492190160942777	1	scABC	250	1000	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_T	T	17	483	348357	9746610	0.984760992582804	0.617372736106566	1.57077589565808	0.238231935076322	1	scABC	250	1000	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_Mono	myeloid	9	247	351744	9746610	1.00965371300585	0.531683854824665	1.91730595340849	0.32720684810659	1	scABC	250	1000	myeloid.PBMC5_Mono	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	5	234	206070	9746610	1.01063181169456	0.424628319036008	2.40534277395289	0.442414623118614	1	Cicero	100	250	LCL.GM12878	Cicero (co-accessibility)	#888364	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	blood	13	241	496432	9746610	1.05905893836007	0.624156158398874	1.79699554322684	0.269767920251992	1	scE2G_multiome	100	250	blood.K562	scE2G (Multiome)	#792374	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	1	46	196732	9746610	1.07701251492872	0.154995109653656	7.48382294064024	0.989075690551059	1	SCENT	100	250	spleen.K562	SCENT (FDR)	#a5a083	47-650 variants	100-250 Kb	3-11 biosample pairs
GM12878	LCL	3	129	206070	9746610	1.09994346016989	0.359478507033959	3.3656410380502	0.57060215227763	1	Cicero	250	1000	LCL.GM12878	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	49	994	428475	9746610	1.1213412454422	0.853435575044198	1.4733463491544	0.139293749478567	1	ArchR	0	10	blood.K562	ArchR (high-confidence)	#dcbca1	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	spleen	1	33	261170	9746610	1.13087957338828	0.164137513922811	7.79156805133705	0.984735654158576	1	DNase_ENCODE_rE2G	250	1000	spleen.K562	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	6	134	383853	9746610	1.13693359993104	0.520116195005337	2.4852485330492	0.399006237007233	1	scE2G_multiome	250	1000	blood.BMMC5_Erythroid	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	6	134	383853	9746610	1.13693359993104	0.520116195005337	2.4852485330492	0.399006237007233	1	scABC	250	1000	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	2	416	41164	9746610	1.13834180164894	0.285634265116624	4.53664778927091	0.70542914781631	1	Cicero	100	250	myeloid.BMMC5_Myeloid	Cicero (co-accessibility)	#888364	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	19	1426	113828	9746610	1.14087630110063	0.729890063404279	1.78328052356581	0.227890925586134	1	FigR	10	100	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	1	241	35032	9746610	1.15444065840455	0.163272737420313	8.16261952138818	0.997951597290037	1	Cicero	100	250	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	11	241	383853	9746610	1.15894891168627	0.650639958550229	2.0643714887903	0.294552520923932	1	scE2G_multiome	100	250	blood.BMMC5_Erythroid	scE2G (Multiome)	#792374	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	blood	8	134	496432	9746610	1.17213871019415	0.598623646243183	2.2951134064916	0.342839064710179	1	ABC_distanceToTSS	250	1000	blood.K562	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	20	1426	113828	9746610	1.20092242221119	0.777163809483141	1.85574089602649	0.222041873184651	1	SnapATAC	10	100	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
GM12878	LCL	29	1133	206070	9746610	1.21061738290543	0.845229610161251	1.73396013364131	0.18330817640455	1	Cicero	10	100	LCL.GM12878	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_T	T	4	1398	22873	9746610	1.21922336979579	0.458199580332208	3.24423174804839	0.499327797089199	1	Cicero	0	10	T.BMMC5_T	Cicero (co-accessibility)	#888364	162-1444 variants	0-10 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	14	247	451468	9746610	1.22365136221921	0.735705384998646	2.03522046568094	0.259578668411658	1	ABC_distanceToTSS	250	1000	myeloid.BMMC5_Myeloid	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	21	1426	113923	9746610	1.25991702596691	0.824062086622983	1.92630013938204	0.21661381219471	1	ScenicPlus	10	100	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	spleen	9	263	261170	9746610	1.27707693268563	0.672012052072417	2.42692893225371	0.327583990903894	1	DNase_ENCODE_rE2G	10	100	spleen.K562	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	2	134	113828	9746610	1.27799654781579	0.322953884317986	5.05730153912914	0.701818709182426	1	Signac	250	1000	blood.BMMC5_Erythroid	Signac (p-value)	#916953	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	2	134	113828	9746610	1.27799654781579	0.322953884317986	5.05730153912914	0.701818709182426	1	FigR	250	1000	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	3	46	496432	9746610	1.28043413450557	0.428755402824053	3.82388551143186	0.55820814866091	1	ABC_distanceToTSS	100	250	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	15	994	113804	9746610	1.29241186460084	0.782129828137508	2.13561530026107	0.256251987665911	1	ArchR	0	10	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	162-1444 variants	0-10 Kb	3-11 biosample pairs
PBMC5_T	T	19	483	294689	9746610	1.30105643113092	0.83732437163861	2.0216153910276	0.224861436252439	1	scABC	250	1000	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	22	1426	113828	9746610	1.32101466443231	0.872627311954315	1.99979959341059	0.211558400576797	1	Signac	10	100	blood.BMMC5_Erythroid	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	7	134	383853	9746610	1.32642253325288	0.64486939008534	2.72829934831942	0.36796235946433	1	ABC_distanceToTSS	250	1000	blood.BMMC5_Erythroid	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_B	B	2	270	54399	9746610	1.32717717441701	0.333623264502032	5.27960559022346	0.704501279386521	1	SnapATAC	10	100	B.BMMC5_B	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_B	B	2	270	54399	9746610	1.32717717441701	0.333623264502032	5.27960559022346	0.704501279386521	1	FigR	10	100	B.BMMC5_B	FigR (p-value)	#bc9678	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_B	B	2	270	54392	9746610	1.32734797600954	0.33366619873315	5.28028507564136	0.704501281752288	1	ArchR	10	100	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	blood	8	134	428447	9746610	1.35813102712612	0.693611456675656	2.65929847191837	0.342839384346577	1	FigR	250	1000	blood.K562	FigR (p-value)	#bc9678	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	13	241	383853	9746610	1.36966689562923	0.80721195676958	2.32403322231526	0.269768511041371	1	scABC	100	250	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	blood	5	134	261170	9746610	1.39250096723184	0.589241028234627	3.29077381042366	0.438794466236273	1	DNase_ENCODE_rE2G	250	1000	blood.K562	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_T	T	5	483	72090	9746610	1.39959195243351	0.585189163892045	3.34739218390245	0.44490657247122	1	FigR	250	1000	T.BMMC5_T	FigR (p-value)	#bc9678	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	19	263	496432	9746610	1.41837697535852	0.919807702757862	2.18718895068524	0.220975434122043	1	scE2G_multiome	10	100	spleen.K562	scE2G (Multiome)	#792374	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	4	241	113804	9746610	1.42147429423318	0.537870321445772	3.75664744567885	0.49584194512775	1	ArchR	100	250	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	47-650 variants	100-250 Kb	3-11 biosample pairs
PBMC5_B	B	2	49	279001	9746610	1.42587595143577	0.366944042737159	5.54068738578535	0.692529175533387	1	scE2G_multiome	250	1000	B.PBMC5_B	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_B	B	2	49	279001	9746610	1.42587595143577	0.366944042737159	5.54068738578535	0.692529175533387	1	scABC	250	1000	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_B	B	2	49	279001	9746610	1.42587595143577	0.366944042737159	5.54068738578535	0.692529175533387	1	ABC_distanceToTSS	250	1000	B.PBMC5_B	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_B	B	2	49	278290	9746610	1.42951890591301	0.367881537353989	5.55484332554685	0.692529184690661	1	STARE	250	1000	B.PBMC5_B	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_T	T	5	483	70263	9746610	1.4359845701284	0.600405006926147	3.43443452646038	0.444906933163488	1	SnapATAC	250	1000	T.PBMC5_T	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_T	T	21	483	294689	9746610	1.43800973967102	0.946443037301017	2.18488797517671	0.213424597720847	1	scE2G_multiome	250	1000	T.PBMC5_T	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_Mono	myeloid	13	247	351744	9746610	1.45838869656401	0.859185124057142	2.47548232704762	0.269955502776443	1	scE2G_multiome	250	1000	myeloid.PBMC5_Mono	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_Mono	myeloid	13	247	351744	9746610	1.45838869656401	0.859185124057142	2.47548232704762	0.269955502776443	1	scE2G_ATAC	250	1000	myeloid.PBMC5_Mono	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_Mono	myeloid	13	247	351744	9746610	1.45838869656401	0.859185124057142	2.47548232704762	0.269955502776443	1	ABC_distanceToTSS	250	1000	myeloid.PBMC5_Mono	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	106	1426	496432	9746610	1.45941955115689	1.21516337315543	1.75277289733332	0.0934508282589488	0.0408405995094433	scE2G_multiome	10	100	blood.K562	scE2G (Multiome)	#792374	21-2634 variants	10-100 Kb	3-13 biosample pairs
