method	pred_name_long	intersectPoPS	nCredibleSetsTotal	recall	precision	recall_adjust	SE_recall	CI_recall_low	CI_recall_high	precision_adjust	SE_precision	CI_precision_low	CI_precision_high
SCENT	SCENT (FDR)	FALSE	66	0.0303030303030303	0.0869565217391304	0.0571428571428571	0.0277430946415778	-0.0240724360141484	0.084678496620209	0.148148148148148	0.0683672745919183	-0.0470408741821898	0.220953917660451
SCENT	SCENT (FDR)	TRUE	66	0.0151515151515152	0.333333333333333	0.0428571428571429	0.0242075573097285	-0.032294425329242	0.0625974556322723	0.428571428571429	0.187043905916565	-0.0332659857908322	0.699932652457499
STARE	STARE (gABC, power law)	FALSE	66	0.166666666666667	0.25	0.185714285714286	0.0464795638343069	0.0755683955342948	0.257764937799039	0.270833333333333	0.0641421986177471	0.124283600820001	0.375716399179999
STARE	STARE (gABC, power law)	TRUE	66	0.0151515151515152	0.2	0.0428571428571429	0.0242075573097285	-0.032294425329242	0.0625974556322723	0.333333333333333	0.157134840263677	-0.107978627633262	0.507978627633262
ScenicPlus	SCENIC+ (importance)	FALSE	66	0	0	0.0285714285714286	0.0199123443553477	-0.0390274777842409	0.0390274777842409	0.166666666666667	0.107582870727984	-0.210858551980277	0.210858551980277
ScenicPlus	SCENIC+ (importance)	TRUE	66	0	0	0.0285714285714286	0.0199123443553477	-0.0390274777842409	0.0390274777842409	0.4	0.219089023002066	-0.429406594492118	0.429406594492118
Signac	Signac (p-value)	FALSE	66	0.0151515151515152	0.125	0.0428571428571429	0.0242075573097285	-0.032294425329242	0.0625974556322723	0.25	0.125	-0.119995498067507	0.369995498067507
Signac	Signac (p-value)	TRUE	66	0.0151515151515152	1	0.0428571428571429	0.0242075573097285	-0.032294425329242	0.0625974556322723	0.6	0.219089023002066	0.570593405507882	1.42940659449212
SnapATAC	SnapATAC (p-value)	FALSE	66	0.0303030303030303	0.25	0.0571428571428571	0.0277430946415778	-0.0240724360141484	0.084678496620209	0.333333333333333	0.136082763487954	-0.0167173153530727	0.516717315353073
SnapATAC	SnapATAC (p-value)	TRUE	66	0.0303030303030303	1	0.0571428571428571	0.0277430946415778	-0.0240724360141484	0.084678496620209	0.666666666666667	0.192450089729875	0.622804755307943	1.37719524469206
scABC	ABC (A=scATAC, C=power law)	FALSE	66	0.257575757575758	0.386363636363636	0.271428571428571	0.0531514147158604	0.153400899005319	0.361750616146196	0.395833333333333	0.0705852477439449	0.248019092945667	0.524708179781605
scABC	ABC (A=scATAC, C=power law)	TRUE	66	0.0909090909090909	0.6	0.114285714285714	0.0380271500370681	0.0163772464017364	0.165440935416445	0.571428571428571	0.132260014253222	0.340775135468931	0.859224864531069
scE2G_ATAC	scE2G (scATAC)	FALSE	66	0.272727272727273	0.409090909090909	0.285714285714286	0.0539949247156039	0.166899164936737	0.378555380517808	0.416666666666667	0.0711593803191639	0.26962108650316	0.548560731678659
scE2G_ATAC	scE2G (scATAC)	TRUE	66	0.0909090909090909	0.6	0.114285714285714	0.0380271500370681	0.0163772464017364	0.165440935416445	0.571428571428571	0.132260014253222	0.340775135468931	0.859224864531069
scE2G_multiome	scE2G (Multiome)	FALSE	66	0.257575757575758	0.386363636363636	0.271428571428571	0.0531514147158604	0.153400899005319	0.361750616146196	0.395833333333333	0.0705852477439449	0.248019092945667	0.524708179781605
scE2G_multiome	scE2G (Multiome)	TRUE	66	0.0909090909090909	0.461538461538462	0.114285714285714	0.0380271500370681	0.0163772464017364	0.165440935416445	0.470588235294118	0.121057824806477	0.224269484871007	0.698807438205916
PoPS	Polygenic priority score (PoPS)		22	0.454545454545455	0.227272727272727	0.461538461538462	0.0977675245080373	0.262924627652064	0.646166281438845	0.25	0.0625	0.104774978238974	0.349770476306481
distanceToTSS	Distance to TSS		22	0.636363636363636	0.318181818181818	0.615384615384615	0.0954113342993911	0.449360857419919	0.823366415307354	0.333333333333333	0.0680413817439772	0.184823160505282	0.451540475858355
