method	pred_name_long	intersectPoPS	nCredibleSetsTotal	recall	precision	recall_adjust	SE_recall	CI_recall_low	CI_recall_high	precision_adjust	SE_precision	CI_precision_low	CI_precision_high
Signac	Signac (p-value)	FALSE	1215	0.0131687242798354	0.133333333333333	0.014766201804758	0.00345463523181846	0.00639776364574803	0.0199396849139227	0.145161290322581	0.0316341855351372	0.0713314690042065	0.19533519766246
Signac	Signac (p-value)	TRUE	1215	0.00905349794238683	0.5	0.0106644790812141	0.00294198037679399	0.00328732236064704	0.0148196735241266	0.5	0.098058067569092	0.307809719170985	0.692190280829015
SnapATAC	SnapATAC (p-value)	FALSE	1215	0.0181069958847737	0.183333333333333	0.0196882690730107	0.00397909231654565	0.0103081182531841	0.0259058735163632	0.193548387096774	0.0354791407309726	0.113795495298199	0.252871171368468
SnapATAC	SnapATAC (p-value)	TRUE	1215	0.0131687242798354	0.551724137931035	0.014766201804758	0.00345463523181846	0.00639776364574803	0.0199396849139227	0.545454545454545	0.0866784172041448	0.381837561973974	0.721610713888095
scABC	ABC (A=scATAC, C=power law)	FALSE	1215	0.156378600823045	0.291411042944785	0.157506152584085	0.010433506182342	0.135929304473179	0.176827897172912	0.292682926829268	0.017764535064413	0.256593194016437	0.326228891873134
scABC	ABC (A=scATAC, C=power law)	TRUE	1215	0.065843621399177	0.522875816993464	0.0672682526661198	0.00717433414513568	0.0517821848616551	0.0799050579366989	0.522292993630573	0.0398646613644285	0.444742516463299	0.601009117523629
scE2G_ATAC	scE2G (scATAC)	FALSE	1215	0.178600823045267	0.332822085889571	0.179655455291222	0.0109955383850362	0.157049963819969	0.200151682270566	0.333841463414634	0.0184122565190055	0.296734726238207	0.368909445540934
scE2G_ATAC	scE2G (scATAC)	TRUE	1215	0.0757201646090535	0.597402597402597	0.0771123872026251	0.00764072606397392	0.0607446167079281	0.0906957125101789	0.59493670886076	0.0390542483232357	0.520857677245772	0.673947517559423
scE2G_multiome	scE2G (Multiome)	FALSE	1215	0.156378600823045	0.291411042944785	0.157506152584085	0.010433506182342	0.135929304473179	0.176827897172912	0.292682926829268	0.017764535064413	0.256593194016437	0.326228891873134
scE2G_multiome	scE2G (Multiome)	TRUE	1215	0.0732510288065844	0.497206703910615	0.0746513535684988	0.0075278280004487	0.0584967570438927	0.088005300569276	0.497267759562842	0.0369605117047433	0.424765432119147	0.569647975702083
PoPS	Polygenic priority score (PoPS)		198	0.454545454545455	0.227272727272727	0.455445544554456	0.0350399277557542	0.385868458123291	0.523222450967618	0.23	0.0210416254125008	0.186031899288043	0.268513555257412
distanceToTSS	Distance to TSS		198	0.616161616161616	0.308080808080808	0.613861386138614	0.0342555614294164	0.549021949489761	0.683301282833472	0.31	0.0231246621596944	0.262757303093151	0.353404313068465
